aardvark	ˈɑːdvɑːk
unwrapping	ʌnˈræpɪŋ
unwraps	ʌnˈræps
unzip	ˌʌnˈzɪp
unzipped	ˌʌnˈzɪpt
unzipping	ˌʌnˈzɪpɪŋ
unzips	ˌʌnˈzɪps
up	ʌp
upbraid	ʌpˈbreɪd
upbraided	ʌpˈbreɪdɪd
upbraiding	ʌpˈbreɪdɪŋ
upbraids	ʌpˈbreɪdz
upchuck	ˈʌptʃʌk
upchucked	ˈʌptʃʌkt
upchucking	ˈʌptʃʌkɪŋ
upchucks	ˈʌptʃʌks
update	ˌʌpˈdeɪt
updated	ˌʌpˈdeɪtɪd
updates	ˌʌpˈdeɪts
upend	ʌpˈend
upended	ʌpˈendɪd
upending	ʌpˈendɪŋ
upends	ʌpˈendz
upgrade	ˌʌpˈɡreɪd
upgraded	ˌʌpˈɡreɪdɪd
upgrades	ˌʌpˈɡreɪdz
upgrading	ˌʌpˈɡreɪdɪŋ
upheld	ʌpˈheld
uphold	ʌpˈhəʊld
upholding	ʌpˈhəʊldɪŋ
upholds	ʌpˈhəʊldz
upholster	ʌpˈhəʊlstə
upholstered	ʌpˈhəʊlstəd
upholstering	ʌpˈhəʊlstərɪŋ
upholsters	ʌpˈhəʊlstəz
uplift	ˌʌpˈlɪft
uplifted	ˌʌpˈlɪftɪd
uplifting	ˌʌpˈlɪftɪŋ
uplifts	ˌʌpˈlɪfts
upload	ˌʌpˈləʊd
uploaded	ˌʌpˈləʊdɪd
uploading	ˌʌpˈləʊdɪŋ
uploads	ˌʌpˈləʊdz
upped	ʌpt
upping	ˈʌpɪŋ
uproot	ˌʌpˈruːt
uprooted	ˌʌpˈruːtɪd
uprooting	ˌʌpˈruːtɪŋ
uproots	ˌʌpˈruːts
ups	ʌps
upscale	ˌʌpˈskeɪl
upset	ʌpˈset
upsets	ʌpˈsets
upstage	ˌʌpˈsteɪdʒ
upstaged	ˌʌpˈsteɪdʒd
upstages	ˌʌpˈsteɪdʒɪz
upstaging	ˌʌpˈsteɪdʒɪŋ
urge	ɜːdʒ
urged	ɜːdʒd
urges	ˈɜːdʒɪz
urging	ˈɜːdʒɪŋ
urinate	ˈjʊərɪneɪt
urinated	ˈjʊərɪneɪtɪd
urinates	ˈjʊərɪneɪts
urinating	ˈjʊərɪneɪtɪŋ
use	juːz
used	juːzd
uses	ˈjuːzɪz
usher	ˈʌʃə
ushered	ˈʌʃəd
ushering	ˈʌʃərɪŋ
ushers	ˈʌʃəz
using	ˈjuːzɪŋ
usurp	juːˈzɜːp
usurped	juːˈzɜːpt
usurping	juːˈzɜːpɪŋ
usurps	juːˈzɜːps
utilize	ˈjuːtəlaɪz
utilized	ˈjuːtəlaɪzd
utilizes	ˈjuːtəlaɪzɪz
utilizing	ˈjuːtəlaɪzɪŋ
utter	ˈʌtə
uttered	ˈʌtəd
uttering	ˈʌtərɪŋ
utters	ˈʌtəz
vacate	vəˈkeɪt
vacated	vəˈkeɪtɪd
vacates	vəˈkeɪts
vacation	veɪˈkeɪʃn
vacations	veɪˈkeɪʃnz
vaccinate	ˈvæksɪneɪt
vaccinated	ˈvæksɪneɪtɪd
vaccinates	ˈvæksɪneɪts
vaccinating	ˈvæksɪneɪtɪŋ
vacillate	ˈvæsəleɪt
vacillated	ˈvæsəleɪtɪd
vacillates	ˈvæsəleɪts
vacillating	ˈvæsəleɪtɪŋ
vacuum	ˈvækjuəm
vacuumed	ˈvækjuəmd
vacuuming	ˈvækjuəmɪŋ
vacuums	ˈvækjuəmz
valet	ˈvælɪt
valeted	ˈvælɪtɪd
valeting	ˈvælɪtɪŋ
valets	ˈvælɪts
validate	ˈvælɪdeɪt
validated	ˈvælɪdeɪtɪd
validates	ˈvælɪdeɪts
validating	ˈvælɪdeɪtɪŋ
value	ˈvæljuː
valued	ˈvæljuːd
values	ˈvæljuːz
valuing	ˈvæljuːɪŋ
vamoose	vəˈmuːs
vamoosed	vəˈmuːst
vamooses	vəˈmuːsɪz
vamoosing	vəˈmuːsɪŋ
vandalize	ˈvændəlaɪz
vandalized	ˈvændəlaɪzd
vandalizes	ˈvændəlaɪzɪz
vandalizing	ˈvændəlaɪzɪŋ
vanish	ˈvænɪʃ
vanished	ˈvænɪʃt
vanishes	ˈvænɪʃɪz
vanishing	ˈvænɪʃɪŋ
vanquish	ˈvæŋkwɪʃ
vanquished	ˈvæŋkwɪʃt
vanquishes	ˈvæŋkwɪʃɪz
vanquishing	ˈvæŋkwɪʃɪŋ
vaporize	ˈveɪpəraɪz
vaporized	ˈveɪpəraɪzd
vaporizes	ˈveɪpəraɪzɪz
vaporizing	ˈveɪpəraɪzɪŋ
varied	ˈveərid
varies	ˈveəriz
varnish	ˈvɑːnɪʃ
varnished	ˈvɑːnɪʃt
varnishes	ˈvɑːnɪʃɪz
varnishing	ˈvɑːnɪʃɪŋ
vary	ˈveəri
varying	ˈveəriɪŋ
vault	vɔːlt
vaulted	ˈvɔːltɪd
vaulting	ˈvɔːltɪŋ
vaults	vɔːlts
veer	vɪə
veered	vɪəd
veering	ˈvɪərɪŋ
veers	vɪəz
veg	vedʒ
vegetate	ˈvedʒəteɪt
vegetated	ˈvedʒəteɪtɪd
vegetates	ˈvedʒəteɪts
vegetating	ˈvedʒəteɪtɪŋ
veil	veɪl
veiled	veɪld
veiling	ˈveɪlɪŋ
veils	veɪlz
vend	vend
vended	ˈvendɪd
vending	ˈvendɪŋ
vends	vendz
veneer	vəˈnɪə
veneered	vəˈnɪəd
veneering	vəˈnɪərɪŋ
veneers	vəˈnɪəz
venerate	ˈvenəreɪt
venerated	ˈvenəreɪtɪd
venerates	ˈvenəreɪts
venerating	ˈvenəreɪtɪŋ
vent	vent
vented	ˈventɪd
ventilate	ˈventɪleɪt
ventilated	ˈventɪleɪtɪd
ventilates	ˈventɪleɪts
ventilating	ˈventɪleɪtɪŋ
venting	ˈventɪŋ
vents	vents
venture	ˈventʃə
ventured	ˈventʃəd
ventures	ˈventʃəz
venturing	ˈventʃərɪŋ
verbalize	ˈvɜːbəlaɪz
verbalized	ˈvɜːbəlaɪzd
verbalizes	ˈvɜːbəlaɪzɪz
verbalizing	ˈvɜːbəlaɪzɪŋ
verge	vɜːdʒ
verged	vɜːdʒd
verges	ˈvɜːdʒɪz
verging	ˈvɜːdʒɪŋ
verified	ˈverɪfaɪd
verifies	ˈverɪfaɪz
verify	ˈverɪfaɪ
verifying	ˈverɪfaɪɪŋ
versified	ˈvɜːsɪfaɪd
versifies	ˈvɜːsɪfaɪz
versify	ˈvɜːsɪfaɪ
versifying	ˈvɜːsɪfaɪɪŋ
vest	vest
vested	ˈvestɪd
vesting	ˈvestɪŋ
vests	vests
vet	vet
veto	ˈviːtəʊ
vetoed	ˈviːtəʊd
vetoing	ˈviːtəʊɪŋ
vets	vets
vetted	ˈvetɪd
vetting	ˈvetɪŋ
vex	veks
vexed	vekst
vexes	ˈveksɪz
vexing	ˈveksɪŋ
vibrate	vaɪˈbreɪt
vibrated	vaɪˈbreɪtɪd
vibrates	vaɪˈbreɪts
victimize	ˈvɪktɪmaɪz
victimized	ˈvɪktɪmaɪzd
victimizes	ˈvɪktɪmaɪzɪz
victimizing	ˈvɪktɪmaɪzɪŋ
vide	ˈviːdeɪ
video	ˈvɪdiəʊ
videoed	ˈvɪdiəʊd
videoing	ˈvɪdiəʊɪŋ
videos	ˈvɪdiəʊz
videotape	ˈvɪdiəʊteɪp
videotaped	ˈvɪdiəʊteɪpt
videotapes	ˈvɪdiəʊteɪps
videotaping	ˈvɪdiəʊteɪpɪŋ
vie	vaɪ
vied	vaɪd
vies	vaɪz
view	vjuː
viewed	vjuːd
viewing	ˈvjuːɪŋ
views	vjuːz
vilified	ˈvɪlɪfaɪd
vilifies	ˈvɪlɪfaɪz
vilify	ˈvɪlɪfaɪ
vilifying	ˈvɪlɪfaɪɪŋ
vindicate	ˈvɪndɪkeɪt
vindicated	ˈvɪndɪkeɪtɪd
vindicates	ˈvɪndɪkeɪts
vindicating	ˈvɪndɪkeɪtɪŋ
violate	ˈvaɪəleɪt
violated	ˈvaɪəleɪtɪd
violates	ˈvaɪəleɪts
violating	ˈvaɪəleɪtɪŋ
visit	ˈvɪzɪt
visited	ˈvɪzɪtɪd
visiting	ˈvɪzɪtɪŋ
visits	ˈvɪzɪts
visualize	ˈvɪʒuəlaɪz
visualized	ˈvɪʒuəlaɪzd
visualizes	ˈvɪʒuəlaɪzɪz
visualizing	ˈvɪʒuəlaɪzɪŋ
vitiate	ˈvɪʃieɪt
vitiated	ˈvɪʃieɪtɪd
vitiates	ˈvɪʃieɪts
vitiating	ˈvɪʃieɪtɪŋ
vitrified	ˈvɪtrɪfaɪd
vitrifies	ˈvɪtrɪfaɪz
vitrify	ˈvɪtrɪfaɪ
vitrifying	ˈvɪtrɪfaɪɪŋ
vocalize	ˈvəʊkəlaɪz
vocalized	ˈvəʊkəlaɪzd
vocalizes	ˈvəʊkəlaɪzɪz
vocalizing	ˈvəʊkəlaɪzɪŋ
voice	vɔɪs
voiced	vɔɪst
voices	ˈvɔɪsɪz
voicing	ˈvɔɪsɪŋ
void	vɔɪd
voided	ˈvɔɪdɪd
voiding	ˈvɔɪdɪŋ
voids	vɔɪdz
volley	ˈvɒli
volleyed	ˈvɒlid
volleying	ˈvɒliɪŋ
volleys	ˈvɒliz
volunteer	ˌvɒlənˈtɪə
volunteered	ˌvɒlənˈtɪəd
volunteering	ˌvɒlənˈtɪərɪŋ
volunteers	ˌvɒlənˈtɪəz
vomit	ˈvɒmɪt
vomited	ˈvɒmɪtɪd
vomiting	ˈvɒmɪtɪŋ
vomits	ˈvɒmɪts
vote	vəʊt
voted	ˈvəʊtɪd
votes	vəʊts
voting	ˈvəʊtɪŋ
vouch	vaʊtʃ
vouched	vaʊtʃt
vouches	ˈvaʊtʃɪz
vouching	ˈvaʊtʃɪŋ
vouchsafe	ˌvaʊtʃˈseɪf
vouchsafed	ˌvaʊtʃˈseɪft
vouchsafes	ˌvaʊtʃˈseɪfs
vouchsafing	ˌvaʊtʃˈseɪfɪŋ
vow	vaʊ
vowed	vaʊd
vowing	ˈvaʊɪŋ
vows	vaʊz
voyage	ˈvɔɪɪdʒ
voyaged	ˈvɔɪɪdʒd
voyages	ˈvɔɪɪdʒɪz
voyaging	ˈvɔɪɪdʒɪŋ
vulgarize	ˈvʌlɡəraɪz
vulgarized	ˈvʌlɡəraɪzd
vulgarizes	ˈvʌlɡəraɪzɪz
vulgarizing	ˈvʌlɡəraɪzɪŋ
vying	ˈvaɪɪŋ
wad	wɒd
wadded	ˈwɒdɪd
wadding	ˈwɒdɪŋ
waddle	ˈwɒdl
waddled	ˈwɒdld
waddles	ˈwɒdlz
waddling	ˈwɒdlɪŋ
wade	weɪd
waded	ˈweɪdɪd
wades	weɪdz
wading	ˈweɪdɪŋ
wads	wɒdz
waffle	ˈwɒfl
waffled	ˈwɒfld
waffles	ˈwɒflz
waffling	ˈwɒflɪŋ
waft	wɒft
wafted	ˈwɒftɪd
wafting	ˈwɒftɪŋ
wafts	wɒfts
wag	wæɡ
wage	weɪdʒ
waged	weɪdʒd
wager	ˈweɪdʒə
wagered	ˈweɪdʒəd
wagering	ˈweɪdʒərɪŋ
wagers	ˈweɪdʒəz
wages	ˈweɪdʒɪz
wagged	wæɡd
wagging	ˈwæɡɪŋ
waggle	ˈwæɡl
waggled	ˈwæɡld
waggles	ˈwæɡlz
waggling	ˈwæɡlɪŋ
waging	ˈweɪdʒɪŋ
wags	wæɡz
wail	weɪl
wailed	weɪld
wailing	ˈweɪlɪŋ
wails	weɪlz
wait	weɪt
waited	ˈweɪtɪd
waiting	ˈweɪtɪŋ
waits	weɪts
waive	weɪv
waived	weɪvd
waives	weɪvz
waiving	ˈweɪvɪŋ
wake	weɪk
waken	ˈweɪkən
wakened	ˈweɪkənd
wakening	ˈweɪkənɪŋ
wakens	ˈweɪkənz
wakes	weɪks
walk	wɔːk
walked	wɔːkt
walking	ˈwɔːkɪŋ
walks	wɔːks
wall	wɔːl
walled	wɔːld
walling	ˈwɔːlɪŋ
wallop	ˈwɒləp
walloped	ˈwɒləpt
walloping	ˈwɒləpɪŋ
wallops	ˈwɒləps
wallow	ˈwɒləʊ
wallowed	ˈwɒləʊd
wallowing	ˈwɒləʊɪŋ
wallows	ˈwɒləʊz
wallpaper	ˈwɔːlpeɪpə
wallpapered	ˈwɔːlpeɪpəd
wallpapering	ˈwɔːlpeɪpərɪŋ
wallpapers	ˈwɔːlpeɪpəz
walls	wɔːlz
waltz	wɔːls
waltzed	wɔːltst
waltzes	wɔːltsɪz
wander	ˈwɒndə
wandered	ˈwɒndəd
wandering	ˈwɒndərɪŋ
wanders	ˈwɒndəz
wane	weɪn
waned	weɪnd
wanes	weɪnz
wangle	ˈwæŋɡl
wangled	ˈwæŋɡld
wangles	ˈwæŋɡlz
wangling	ˈwæŋɡlɪŋ
waning	ˈweɪnɪŋ
wank	wæŋk
wanked	wæŋkt
wanking	ˈwæŋkɪŋ
wanks	wæŋks
want	wɒnt
wanted	ˈwɒntɪd
wanting	ˈwɒntɪŋ
wants	wɒnts
warble	ˈwɔːbl
warbled	ˈwɔːbld
warbles	ˈwɔːblz
warbling	ˈwɔːblɪŋ
ward	wɔːd
warded	ˈwɔːdɪd
warding	ˈwɔːdɪŋ
wards	wɔːdz
warm	wɔːm
warmed	wɔːmd
warming	ˈwɔːmɪŋ
warms	wɔːmz
warn	wɔːn
warned	wɔːnd
warning	ˈwɔːnɪŋ
warns	wɔːnz
warp	wɔːp
warped	wɔːpt
warping	ˈwɔːpɪŋ
warps	wɔːps
warrant	ˈwɒrənt
warranted	ˈwɒrəntɪd
warranting	ˈwɒrəntɪŋ
warrants	ˈwɒrənts
was	wəz
wash	wɒʃ
washed	wɒʃt
washes	ˈwɒʃɪz
washing	ˈwɒʃɪŋ
wassail	ˈwɒseɪl
wassailed	ˈwɒseɪld
wassailing	ˈwɒseɪlɪŋ
wassails	ˈwɒseɪlz
waste	weɪst
wasted	ˈweɪstɪd
wastes	weɪsts
wasting	ˈweɪstɪŋ
watch	wɒtʃ
watched	wɒtʃt
watches	ˈwɒtʃɪz
watching	ˈwɒtʃɪŋ
water	ˈwɔːtə
watered	ˈwɔːtəd
waterproof	ˈwɔːtəpruːf
waterproofed	ˈwɔːtəpruːft
waterproofing	ˈwɔːtəpruːfɪŋ
waterproofs	ˈwɔːtəpruːfs
waters	ˈwɔːtəz
wave	weɪv
waved	weɪvd
waver	ˈweɪvə
wavered	ˈweɪvəd
wavering	ˈweɪvərɪŋ
wavers	ˈweɪvəz
waves	weɪvz
waving	ˈweɪvɪŋ
wax	wæks
waxed	wækst
waxes	ˈwæksɪz
waxing	ˈwæksɪŋ
waylaid	weɪˈleɪd
waylay	weɪˈleɪ
waylaying	weɪˈleɪɪŋ
waylays	weɪˈleɪz
weaken	ˈwiːkən
weakened	ˈwiːkənd
weakening	ˈwiːkənɪŋ
weakens	ˈwiːkənz
wean	wiːn
weaned	wiːnd
weaning	ˈwiːnɪŋ
weans	wiːnz
wear	weə
wearied	ˈwɪərid
wearies	ˈwɪəriz
wears	weəz
weary	ˈwɪəri
wearying	ˈwɪəriɪŋ
weasel	ˈwiːzl
weaseled	ˈwiːzld
weaseling	ˈwiːzlɪŋ
weasels	ˈwiːzlz
weather	ˈweðə
weathered	ˈweðəd
weathering	ˈweðərɪŋ
weatherize	ˈweðəraɪz
weatherized	ˈweðəraɪzd
weatherizes	ˈweðəraɪzɪz
weatherizing	ˈweðəraɪzɪŋ
weathers	ˈweðəz
weave	wiːv
weaves	wiːvz
wed	wed
wedded	ˈwedɪd
wedge	wedʒ
wedged	wedʒd
wedges	ˈwedʒɪz
wedging	ˈwedʒɪŋ
weds	wedz
wee	wiː
weed	wiːd
weeded	ˈwiːdɪd
weeding	ˈwiːdɪŋ
weeds	wiːdz
weekend	ˌwiːkˈend
weekended	ˌwiːkˈendɪd
weekending	ˌwiːkˈendɪŋ
weekends	ˌwiːkˈendz
weep	wiːp
weeping	ˈwiːpɪŋ
weeps	wiːps
wees	wiːz
weigh	weɪ
weighed	weɪd
weighing	ˈweɪɪŋ
weighs	weɪz
weight	weɪt
weighted	ˈweɪtɪd
weighting	ˈweɪtɪŋ
weights	weɪts
weird	wɪəd
weirded	ˈwɪədɪd
weirding	ˈwɪədɪŋ
weirds	wɪədz
welch	welʃ
welched	welʃt
welches	welʃɪz
welcome	ˈwelkəm
welcomed	ˈwelkəmd
welcomes	ˈwelkəmz
welcoming	ˈwelkəmɪŋ
weld	weld
welded	ˈweldɪd
welding	ˈweldɪŋ
welds	weldz
wellies	ˈweliz
welly	ˈweli
welsh	welʃ
welshed	welʃt
welshes	ˈwelʃɪz
welshing	ˈwelʃɪŋ
wend	wend
wended	ˈwendɪd
wending	ˈwendɪŋ
wends	wendz
went	went
wept	wept
westernize	ˈwestənaɪz
westernized	ˈwestənaɪzd
westernizes	ˈwestənaɪzɪz
westernizing	ˈwestənaɪzɪŋ
wet	wet
wets	wets
wetted	ˈwetɪd
whack	wæk
whacked	wækt
whacking	ˈwækɪŋ
whacks	wæks
wheedle	ˈwiːdl
wheedled	ˈwiːdld
wheedles	ˈwiːdlz
wheedling	ˈwiːdlɪŋ
wheel	wiːl
wheeled	wiːld
wheeling	ˈwiːlɪŋ
wheels	wiːlz
wheeze	wiːz
wheezed	wiːzd
wheezes	ˈwiːzɪz
wheezing	ˈwiːzɪŋ
whelp	welp
whelped	welpt
whelping	ˈwelpɪŋ
whelps	welps
whet	wet
whets	wets
whetted	ˈwetɪd
whetting	ˈwetɪŋ
whiff	wɪf
whiffed	wɪft
whiffing	ˈwɪfɪŋ
whiffs	wɪfs
while	waɪl
whiled	waɪld
whiles	waɪlz
whiling	ˈwaɪlɪŋ
whimper	ˈwɪmpə
whimpered	ˈwɪmpəd
whimpering	ˈwɪmpərɪŋ
whimpers	ˈwɪmpəz
whine	waɪn
whined	waɪnd
whines	waɪnz
whinge	wɪndʒ
whinged	wɪndʒd
whinges	wɪndʒɪz
whining	ˈwaɪnɪŋ
whinnied	ˈwɪnid
whinnies	ˈwɪniz
whinny	ˈwɪni
whinnying	ˈwɪniɪŋ
whip	wɪp
whipped	wɪpt
whipping	ˈwɪpɪŋ
whips	wɪps
whir	wɜː
whirl	wɜːl
whirled	wɜːld
whirling	ˈwɜːlɪŋ
whirls	wɜːlz
whirred	wɜːd
whirring	ˈwɜːrɪŋ
whirs	wɜːz
whisk	wɪsk
whisked	wɪskt
whisking	ˈwɪskɪŋ
whisks	wɪsks
whisper	ˈwɪspə
whispered	ˈwɪspəd
whispering	ˈwɪspərɪŋ
whispers	ˈwɪspəz
whistle	ˈwɪsl
whistled	ˈwɪsld
whistles	ˈwɪslz
whistling	ˈwɪslɪŋ
whiten	ˈwaɪtn
whitened	ˈwaɪtnd
whitening	ˈwaɪtnɪŋ
whitens	ˈwaɪtnz
whitewash	ˈwaɪtwɒʃ
whitewashed	ˈwaɪtwɒʃt
whitewashes	ˈwaɪtwɒʃɪz
whitewashing	ˈwaɪtwɒʃɪŋ
whittle	ˈwɪtl
whittled	ˈwɪtld
whittles	ˈwɪtlz
whittling	ˈwɪtlɪŋ
whizz	wɪz
whizzed	wɪzd
whizzes	ˈwɪzɪz
whizzing	ˈwɪzɪŋ
whoop	wuːp
whooped	wuːpt
whoops	wuːps
whoosh	wʊʃ
whooshed	wʊʃt
whooshes	wʊʃɪz
wick	wɪk
wicked	wɪkd
wicking	ˈwɪkɪŋ
wicks	wɪks
widen	ˈwaɪdn
widened	ˈwaɪdnd
widening	ˈwaɪdnɪŋ
widens	ˈwaɪdnz
widow	ˈwɪdəʊ
widowed	ˈwɪdəʊd
widowing	ˈwɪdəʊɪŋ
widows	ˈwɪdəʊz
wield	wiːld
wielded	ˈwiːldɪd
wielding	ˈwiːldɪŋ
wields	wiːldz
wig	wɪɡ
wigged	wɪɡd
wigging	ˈwɪɡɪŋ
wiggle	ˈwɪɡl
wiggled	ˈwɪɡld
wiggles	ˈwɪɡlz
wiggling	ˈwɪɡlɪŋ
wigs	wɪɡz
will	wɪl
willed	wɪld
willing	ˈwɪlɪŋ
wills	wɪlz
wilt	wɪlt
wilted	ˈwɪltɪd
wilting	ˈwɪltɪŋ
wilts	wɪlts
wimp	wɪmp
wimps	wɪmps
win	wɪn
wince	wɪns
winced	wɪnst
winces	ˈwɪnsɪz
winch	wɪntʃ
winched	wɪntʃt
winches	ˈwɪntʃɪz
winching	ˈwɪntʃɪŋ
wincing	ˈwɪnsɪŋ
wind	waɪnd
winded	waɪndɪd
winding	ˈwaɪndɪŋ
winds	waɪndz
windsurf	ˈwɪndsɜːf
windsurfed	ˈwɪndsɜːft
windsurfing	ˈwɪndsɜːfɪŋ
windsurfs	ˈwɪndsɜːfs
wine	waɪn
wined	waɪnd
wines	waɪnz
wing	wɪŋ
winged	wɪŋd
winging	ˈwɪŋɪŋ
wings	wɪŋz
wining	ˈwaɪnɪŋ
wink	wɪŋk
winked	wɪŋkt
winking	ˈwɪŋkɪŋ
winkle	ˈwɪŋkl
winkled	ˈwɪŋkld
winkles	ˈwɪŋklz
winkling	ˈwɪŋklɪŋ
winks	wɪŋks
winnow	ˈwɪnəʊ
winnowed	ˈwɪnəʊd
winnowing	ˈwɪnəʊɪŋ
winnows	ˈwɪnəʊz
wins	wɪnz
winter	ˈwɪntə
wintered	ˈwɪntəd
wintering	ˈwɪntərɪŋ
winters	ˈwɪntəz
wipe	waɪp
wiped	waɪpt
wipes	waɪps
wiping	ˈwaɪpɪŋ
wire	ˈwaɪə
wired	ˈwaɪəd
wires	ˈwaɪəz
wiretap	ˈwaɪətæp
wiretapped	ˈwaɪətæpt
wiretapping	ˈwaɪətæpɪŋ
wiretaps	ˈwaɪətæps
wiring	ˈwaɪərɪŋ
wise	waɪz
wisecrack	ˈwaɪzkræk
wisecracked	ˈwaɪzkrækt
wisecracking	ˈwaɪzkrækɪŋ
wisecracks	ˈwaɪzkræks
wised	waɪzd
wises	ˈwaɪzɪz
wish	wɪʃ
wished	wɪʃt
wishes	ˈwɪʃɪz
wishing	ˈwɪʃɪŋ
wising	ˈwaɪzɪŋ
withdraw	wɪðˈdrɔː
withdraws	wɪðˈdrɔːz
withdrew	wɪðˈdruː
wither	ˈwɪðə
withered	ˈwɪðəd
withering	ˈwɪðərɪŋ
withers	ˈwɪðəz
withheld	wɪðˈheld
withhold	wɪðˈhəʊld
withholds	wɪðˈhəʊldz
withstand	wɪðˈstænd
withstands	wɪðˈstændz
withstood	wɪðˈstʊd
witness	ˈwɪtnəs
witnessed	ˈwɪtnəst
witnesses	ˈwɪtnəsɪz
witnessing	ˈwɪtnəsɪŋ
witter	ˈwɪtə
wittered	ˈwɪtəd
wittering	ˈwɪtərɪŋ
witters	ˈwɪtəz
wobble	ˈwɒbl
wobbled	ˈwɒbld
wobbles	ˈwɒblz
wobbling	ˈwɒblɪŋ
woke	wəʊk
wolf	wʊlf
wolfed	wʊlft
wolfing	ˈwʊlfɪŋ
wolfs	wʊlfs
won	wʌn
wonder	ˈwʌndə
wondered	ˈwʌndəd
wondering	ˈwʌndərɪŋ
wonders	ˈwʌndəz
woo	wuː
wooed	wuːd
woof	wʊf
woofed	wʊft
woofs	wʊfs
wooing	ˈwuːɪŋ
woos	wuːz
word	wɜːd
worded	wɜːdɪd
words	wɜːdz
wore	wɔː
work	wɜːk
worked	wɜːkt
working	ˈwɜːkɪŋ
works	wɜːks
worm	wɜːm
wormed	wɜːmd
worming	ˈwɜːmɪŋ
worms	wɜːmz
worried	ˈwʌrid
worries	ˈwʌriz
worry	ˈwʌri
worrying	ˈwʌriɪŋ
worsen	ˈwɜːsn
worsened	ˈwɜːsnd
worsening	ˈwɜːsnɪŋ
worsens	ˈwɜːsnz
worship	ˈwɜːʃɪp
worshipped	ˈwɜːʃɪpt
worships	ˈwɜːʃɪps
worst	wɜːst
worsted	ˈwɜːstɪd
worsting	ˈwɜːstɪŋ
worsts	wɜːsts
would	wəd
wound	wuːnd
wounded	ˈwuːndɪd
wounding	ˈwuːndɪŋ
wounds	wuːndz
wove	wəʊv
wow	waʊ
wowed	waʊd
wowing	ˈwaʊɪŋ
wows	waʊz
wrangle	ˈræŋɡl
wrangled	ˈræŋɡld
wrangles	ˈræŋɡlz
wrangling	ˈræŋɡlɪŋ
wrap	ræp
wrapped	ræpt
wrapping	ˈræpɪŋ
wraps	ræps
wreak	riːk
wreaked	riːkt
wreaking	ˈriːkɪŋ
wreaks	riːks
wreathe	riːð
wreathed	riːðd
wreathes	riːðz
wreathing	ˈriːðɪŋ
wreck	rek
wrecked	rekt
wrecking	ˈrekɪŋ
wrecks	reks
wrench	rentʃ
wrenched	rentʃt
wrenches	ˈrentʃɪz
wrenching	ˈrentʃɪŋ
wrest	rest
wrested	ˈrestɪd
wresting	ˈrestɪŋ
wrestle	ˈresl
wrestled	ˈresld
wrestles	ˈreslz
wrestling	ˈreslɪŋ
wrests	rests
wriggle	ˈrɪɡl
wriggled	ˈrɪɡld
wriggles	ˈrɪɡlz
wriggling	ˈrɪɡlɪŋ
wring	rɪŋ
wringed	rɪŋd
wringing	ˈrɪŋɪŋ
wrings	rɪŋz
wrinkle	ˈrɪŋkl
wrinkled	ˈrɪŋkld
wrinkles	ˈrɪŋklz
wrinkling	ˈrɪŋklɪŋ
writ	rɪt
write	raɪt
writes	raɪts
writhe	raɪð
writhed	raɪðd
writhes	raɪðz
writhing	ˈraɪðɪŋ
wrong	rɒŋ
wronged	rɒŋd
wronging	ˈrɒŋɪŋ
wrongs	rɒŋz
wrote	rəʊt
wrought	rɔːt
X-ray	ˈeks reɪ
X-rayed	ˈeks reɪd
X-raying	ˈeks reɪɪŋ
X-rays	ˈeks reɪz
Xerox	ˈzɪərɒks
Xeroxed	ˈzɪərɒkst
Xeroxes	ˈzɪərɒksɪz
Xeroxing	ˈzɪərɒksɪŋ
yack	jæk
yacked	jækt
yacks	jæks
yak	jæk
yakked	jækt
yakking	ˈjækɪŋ
yaks	jæks
yank	jæŋk
yanked	jæŋkt
yanking	ˈjæŋkɪŋ
yanks	jæŋks
yap	jæp
yapped	jæpt
yapping	ˈjæpɪŋ
yaps	jæps
yaw	jɔː
yawed	jɔːd
yawing	ˈjɔːɪŋ
yawn	jɔːn
yawned	jɔːnd
yawning	ˈjɔːnɪŋ
yawns	jɔːnz
yaws	jɔːz
yearn	jɜːn
yearned	jɜːnd
yearning	ˈjɜːnɪŋ
yearns	jɜːnz
yell	jel
yelled	jeld
yelling	ˈjelɪŋ
yellow	ˈjeləʊ
yellowed	ˈjeləʊd
yellowing	ˈjeləʊɪŋ
yellows	ˈjeləʊz
yells	jelz
yelp	jelp
yelped	jelpt
yelping	ˈjelpɪŋ
yelps	jelps
yield	jiːld
yielded	ˈjiːldɪd
yielding	ˈjiːldɪŋ
yields	jiːldz
yodel	ˈjəʊdl
yodeled	ˈjəʊdld
yodeling	ˈjəʊdlɪŋ
yodelled	ˈjəʊdld
yodels	ˈjəʊdlz
yoke	jəʊk
yoked	jəʊkt
yokes	jəʊks
yoking	ˈjəʊkɪŋ
yomp	jɒmp
yomped	jɒmpt
yomping	ˈjɒmpɪŋ
yomps	jɒmps
yowl	jaʊl
yowled	jaʊld
yowling	ˈjaʊlɪŋ
yowls	jaʊlz
yuppified	ˈjʌpɪfaɪd
yuppifies	ˈjʌpɪfaɪz
yuppify	ˈjʌpɪfaɪ
yuppifying	ˈjʌpɪfaɪɪŋ
zap	zæp
zapped	zæpt
zapping	ˈzæpɪŋ
zaps	zæps
zero	ˈzɪərəʊ
zeroed	ˈzɪərəʊd
zeroing	ˈzɪərəʊɪŋ
zeros	ˈzɪərəʊz
zigzag	ˈzɪɡzæɡ
